Cross,Total,Dedicated,Compatibilities,CapsuleCollections,PlantCount,SuccessRate,CleanedSeed,SeedPerCapsule,Program,Group,FemaleCode,MaleCode,FemaleParent,MaleParent,Parents
9x34,9,9,0,0,,,0,,OSP,BWR,9,34,9916-001,10432-009,9916-001 x 10432-009
14x29,5,5,0,1,,0.2,0,,OSP,BWR,14,29,10287-082,10406-003,10287-082 x 10406-003
18x15,1,1,0,0,,0,0,,OSP,BWR,18,15,9224-007,10430-003,9224-007 x 10430-003
19x15,43,43,0,0,,0,0,,OSP,BWR,19,15,9234-030,10430-003,9234-030 x 10430-003
20x5,5,5,0,0,,0,0,,OSP,BWR,20,5,9256-003,8410-001,9256-003 x 8410-001
26x25,3,3,0,0,,0,0,,OSP,BWR,26,25,10405-001,10430-002,10405-001 x 10430-002
34x21,1,0,1,0,,,0,,OSP,BWR,34,21,10432-009,9800-001,10432-009 x 9800-001
19x4,49,30,19,0,,0,0,,OSP,BWR(BxR),19,4,9234-030,8407-043,9234-030 x 8407-043
19x27,26,7,19,0,,0,0,,OSP,BWR(BxR),19,27,9234-030,10405-002,9234-030 x 10405-002
19x6,23,4,19,0,,0,0,,OSP,BWR(BxR),19,6,9234-030,8737-015,9234-030 x 8737-015
19x28,22,3,19,0,,0,0,,OSP,BWR(BxR),19,28,9234-030,10405-003,9234-030 x 10405-003
19x23,20,1,19,0,,0,0,,OSP,BWR(BxR),19,23,9234-030,10075-001,9234-030 x 10075-001
19x25,19,0,19,0,,0,0,,OSP,BWR(BxR),19,25,9234-030,10430-002,9234-030 x 10430-002
19x18,13,0,13,0,,0,0,,OSP,BWR(BxR),19,18,9234-030,9224-007,9234-030 x 9224-007
19x24,7,0,7,0,,0,0,,OSP,BWR(BxR),19,24,9234-030,10430-001,9234-030 x 10430-001
19x7,3,0,3,0,,0,0,,OSP,BWR(BxR),19,7,9234-030,9045-003,9234-030 x 9045-003
20x25,257,245,12,29,,0.19,15,0.88,OSP,BWR(BxR),20,25,9256-003,10430-002,9256-003 x 10430-002
20x27,25,6,19,1,,0.04,0,,OSP,BWR(BxR),20,27,9256-003,10405-002,9256-003 x 10405-002
20x23,24,5,19,0,,0,0,,OSP,BWR(BxR),20,23,9256-003,10075-001,9256-003 x 10075-001
20x6,22,3,19,1,,0.05,0,,OSP,BWR(BxR),20,6,9256-003,8737-015,9256-003 x 8737-015
20x28,19,0,19,2,,0.11,2,1,OSP,BWR(BxR),20,28,9256-003,10405-003,9256-003 x 10405-003
20x4,19,0,19,2,,0.11,2,1,OSP,BWR(BxR),20,4,9256-003,8407-043,9256-003 x 8407-043
20x18,5,0,5,0,,0,0,,OSP,BWR(BxR),20,18,9256-003,9224-007,9256-003 x 9224-007
20x7,2,0,2,0,,0,0,,OSP,BWR(BxR),20,7,9256-003,9045-003,9256-003 x 9045-003
20x24,1,0,1,0,,0,0,,OSP,BWR(BxR),20,24,9256-003,10430-001,9256-003 x 10430-001
21x12,712,702,10,150,,0.36,19,1.19,OSP,BWR(BxR),21,12,9800-001,10076-036,9800-001 x 10076-036
21x3,245,234,11,75,,0.5,6,1.5,OSP,BWR(BxR),21,3,9800-001,8035-008,9800-001 x 8035-008
21x6,106,95,11,36,,0.34,5,1.67,OSP,BWR(BxR),21,6,9800-001,8737-015,9800-001 x 8737-015
21x4,12,0,12,1,,0.08,0,,OSP,BWR(BxR),21,4,9800-001,8407-043,9800-001 x 8407-043
21x23,11,0,11,0,,0,0,,OSP,BWR(BxR),21,23,9800-001,10075-001,9800-001 x 10075-001
21x25,11,0,11,0,,0,0,,OSP,BWR(BxR),21,25,9800-001,10430-002,9800-001 x 10430-002
21x28,11,0,11,0,,0,0,,OSP,BWR(BxR),21,28,9800-001,10405-003,9800-001 x 10405-003
21x29,11,0,11,0,,0,0,,OSP,BWR(BxR),21,29,9800-001,10406-003,9800-001 x 10406-003
21x5,10,0,10,0,,0,0,,OSP,BWR(BxR),21,5,9800-001,8410-001,9800-001 x 8410-001
21x27,8,0,8,0,,0,0,,OSP,BWR(BxR),21,27,9800-001,10405-002,9800-001 x 10405-002
21x24,3,0,3,0,,0,0,,OSP,BWR(BxR),21,24,9800-001,10430-001,9800-001 x 10430-001
21x18,2,0,2,0,,0,0,,OSP,BWR(BxR),21,18,9800-001,9224-007,9800-001 x 9224-007
21x15,1,0,1,0,,0,0,,OSP,BWR(BxR),21,15,9800-001,10430-003,9800-001 x 10430-003
26x12,496,477,19,47,,0.17,8,2,OSP,BWR(BxR),26,12,10405-001,10076-036,10405-001 x 10076-036
26x23,24,5,19,0,,0,0,,OSP,BWR(BxR),26,23,10405-001,10075-001,10405-001 x 10075-001
26x3,19,0,19,0,,0,0,,OSP,BWR(BxR),26,3,10405-001,8035-008,10405-001 x 8035-008
26x4,19,0,19,0,,0,0,,OSP,BWR(BxR),26,4,10405-001,8407-043,10405-001 x 8407-043
26x6,19,0,19,0,,0,0,,OSP,BWR(BxR),26,6,10405-001,8737-015,10405-001 x 8737-015
26x15,6,0,6,0,,0,0,,OSP,BWR(BxR),26,15,10405-001,10430-003,10405-001 x 10430-003
26x18,5,0,5,0,,0,0,,OSP,BWR(BxR),26,18,10405-001,9224-007,10405-001 x 9224-007
30x12,302,283,19,44,,0.23,5,1.67,OSP,BWR(BxR),30,12,10432-002,10076-036,10432-002 x 10076-036
30x15,196,177,19,1,,0.02,0,,OSP,BWR(BxR),30,15,10432-002,10430-003,10432-002 x 10430-003
30x4,22,4,18,0,,0,0,,OSP,BWR(BxR),30,4,10432-002,8407-043,10432-002 x 8407-043
30x23,19,0,19,0,,0,0,,OSP,BWR(BxR),30,23,10432-002,10075-001,10432-002 x 10075-001
30x27,19,0,19,1,,0.05,0,,OSP,BWR(BxR),30,27,10432-002,10405-002,10432-002 x 10405-002
30x29,19,0,19,0,,0,0,,OSP,BWR(BxR),30,29,10432-002,10406-003,10432-002 x 10406-003
30x3,19,0,19,0,,0,0,,OSP,BWR(BxR),30,3,10432-002,8035-008,10432-002 x 8035-008
30x6,19,0,19,1,,0.05,0,,OSP,BWR(BxR),30,6,10432-002,8737-015,10432-002 x 8737-015
30x25,18,0,18,0,,0,0,,OSP,BWR(BxR),30,25,10432-002,10430-002,10432-002 x 10430-002
30x28,17,0,17,0,,0,0,,OSP,BWR(BxR),30,28,10432-002,10405-003,10432-002 x 10405-003
30x5,17,0,17,0,,0,0,,OSP,BWR(BxR),30,5,10432-002,8410-001,10432-002 x 8410-001
30x17,13,0,13,0,,0,0,,OSP,BWR(BxR),30,17,10432-002,9031-031,10432-002 x 9031-031
30x24,4,0,4,0,,0,0,,OSP,BWR(BxR),30,24,10432-002,10430-001,10432-002 x 10430-001
30x18,3,0,3,0,,0,0,,OSP,BWR(BxR),30,18,10432-002,9224-007,10432-002 x 9224-007
30x7,2,0,2,0,,0,0,,OSP,BWR(BxR),30,7,10432-002,9045-003,10432-002 x 9045-003
31x6,130,117,13,63,,0.49,31,1.07,OSP,BWR(BxR),31,6,10432-015,8737-015,10432-015 x 8737-015
31x3,18,0,18,1,,0.06,0,,OSP,BWR(BxR),31,3,10432-015,8035-008,10432-015 x 8035-008
31x4,18,0,18,1,,0.06,1,1,OSP,BWR(BxR),31,4,10432-015,8407-043,10432-015 x 8407-043
31x5,18,0,18,2,,0.11,0,,OSP,BWR(BxR),31,5,10432-015,8410-001,10432-015 x 8410-001
31x12,17,0,17,2,,0.12,4,2,OSP,BWR(BxR),31,12,10432-015,10076-036,10432-015 x 10076-036
31x15,17,0,17,1,,0.06,0,,OSP,BWR(BxR),31,15,10432-015,10430-003,10432-015 x 10430-003
31x23,15,0,15,0,,0,0,,OSP,BWR(BxR),31,23,10432-015,10075-001,10432-015 x 10075-001
31x27,11,0,11,0,,0,0,,OSP,BWR(BxR),31,27,10432-015,10405-002,10432-015 x 10405-002
31x28,11,0,11,1,,0.09,2,2,OSP,BWR(BxR),31,28,10432-015,10405-003,10432-015 x 10405-003
31x29,11,0,11,1,,0.09,0,,OSP,BWR(BxR),31,29,10432-015,10406-003,10432-015 x 10406-003
31x25,9,0,9,0,,0,0,,OSP,BWR(BxR),31,25,10432-015,10430-002,10432-015 x 10430-002
31x17,7,0,7,0,,0,0,,OSP,BWR(BxR),31,17,10432-015,9031-031,10432-015 x 9031-031
31x18,4,0,4,0,,0,0,,OSP,BWR(BxR),31,18,10432-015,9224-007,10432-015 x 9224-007
31x7,2,0,2,1,,0.5,1,1,OSP,BWR(BxR),31,7,10432-015,9045-003,10432-015 x 9045-003
32x15,44,25,19,1,,0.03,0,,OSP,BWR(BxR),32,15,10432-003,10430-003,10432-003 x 10430-003
32x12,9,0,9,1,,0.12,0,,OSP,BWR(BxR),32,12,10432-003,10076-036,10432-003 x 10076-036
32x25,9,0,9,0,,0,0,,OSP,BWR(BxR),32,25,10432-003,10430-002,10432-003 x 10430-002
32x29,5,0,5,0,,0,0,,OSP,BWR(BxR),32,29,10432-003,10406-003,10432-003 x 10406-003
32x23,4,0,4,0,,0,0,,OSP,BWR(BxR),32,23,10432-003,10075-001,10432-003 x 10075-001
32x3,4,0,4,0,,0,0,,OSP,BWR(BxR),32,3,10432-003,8035-008,10432-003 x 8035-008
32x4,4,0,4,0,,0,0,,OSP,BWR(BxR),32,4,10432-003,8407-043,10432-003 x 8407-043
32x5,4,0,4,0,,0,0,,OSP,BWR(BxR),32,5,10432-003,8410-001,10432-003 x 8410-001
32x6,3,0,3,0,,,0,,OSP,BWR(BxR),32,6,10432-003,8737-015,10432-003 x 8737-015
32x24,2,0,2,0,,0,0,,OSP,BWR(BxR),32,24,10432-003,10430-001,10432-003 x 10430-001
32x27,2,0,2,0,,0,0,,OSP,BWR(BxR),32,27,10432-003,10405-002,10432-003 x 10405-002
32x28,1,0,1,0,,0,0,,OSP,BWR(BxR),32,28,10432-003,10405-003,10432-003 x 10405-003
33x15,25,6,19,0,,0,0,,OSP,BWR(BxR),33,15,10432-008,10430-003,10432-008 x 10430-003
33x12,17,0,17,1,,0.06,0,,OSP,BWR(BxR),33,12,10432-008,10076-036,10432-008 x 10076-036
33x3,16,0,16,0,,0,0,,OSP,BWR(BxR),33,3,10432-008,8035-008,10432-008 x 8035-008
33x4,16,0,16,0,,0,0,,OSP,BWR(BxR),33,4,10432-008,8407-043,10432-008 x 8407-043
33x5,15,0,15,0,,0,0,,OSP,BWR(BxR),33,5,10432-008,8410-001,10432-008 x 8410-001
33x23,14,0,14,0,,0,0,,OSP,BWR(BxR),33,23,10432-008,10075-001,10432-008 x 10075-001
33x25,14,0,14,0,,0,0,,OSP,BWR(BxR),33,25,10432-008,10430-002,10432-008 x 10430-002
33x6,11,0,11,0,,0,0,,OSP,BWR(BxR),33,6,10432-008,8737-015,10432-008 x 8737-015
33x28,10,0,10,0,,0,0,,OSP,BWR(BxR),33,28,10432-008,10405-003,10432-008 x 10405-003
33x29,8,0,8,0,,0,0,,OSP,BWR(BxR),33,29,10432-008,10406-003,10432-008 x 10406-003
33x27,7,0,7,0,,0,0,,OSP,BWR(BxR),33,27,10432-008,10405-002,10432-008 x 10405-002
33x17,3,0,3,1,,0.33,0,,OSP,BWR(BxR),33,17,10432-008,9031-031,10432-008 x 9031-031
34x15,297,278,19,22,,0.19,0,,OSP,BWR(BxR),34,15,10432-009,10430-003,10432-009 x 10430-003
34x5,248,229,19,8,,0.11,1,1,OSP,BWR(BxR),34,5,10432-009,8410-001,10432-009 x 8410-001
34x25,32,13,19,0,,0,0,,OSP,BWR(BxR),34,25,10432-009,10430-002,10432-009 x 10430-002
34x12,24,5,19,7,,0.29,0,,OSP,BWR(BxR),34,12,10432-009,10076-036,10432-009 x 10076-036
34x23,20,1,19,0,,0,0,,OSP,BWR(BxR),34,23,10432-009,10075-001,10432-009 x 10075-001
34x3,19,0,19,1,,0.05,0,,OSP,BWR(BxR),34,3,10432-009,8035-008,10432-009 x 8035-008
34x4,19,0,19,1,,0.05,0,,OSP,BWR(BxR),34,4,10432-009,8407-043,10432-009 x 8407-043
34x6,19,0,19,1,,0.06,0,,OSP,BWR(BxR),34,6,10432-009,8737-015,10432-009 x 8737-015
34x29,13,0,13,0,,0,0,,OSP,BWR(BxR),34,29,10432-009,10406-003,10432-009 x 10406-003
34x27,12,0,12,0,,0,0,,OSP,BWR(BxR),34,27,10432-009,10405-002,10432-009 x 10405-002
34x28,9,0,9,0,,0,0,,OSP,BWR(BxR),34,28,10432-009,10405-003,10432-009 x 10405-003
34x18,5,0,5,0,,0,0,,OSP,BWR(BxR),34,18,10432-009,9224-007,10432-009 x 9224-007
35x23,325,320,5,43,,0.37,0,,OSP,BWR(BxR),35,23,10432-010,10075-001,10432-010 x 10075-001
35x25,10,0,10,1,,0.1,0,,OSP,BWR(BxR),35,25,10432-010,10430-002,10432-010 x 10430-002
35x27,6,0,6,0,,0,0,,OSP,BWR(BxR),35,27,10432-010,10405-002,10432-010 x 10405-002
35x28,6,0,6,0,,0,0,,OSP,BWR(BxR),35,28,10432-010,10405-003,10432-010 x 10405-003
35x3,6,0,6,0,,0,0,,OSP,BWR(BxR),35,3,10432-010,8035-008,10432-010 x 8035-008
35x12,5,0,5,0,,0,0,,OSP,BWR(BxR),35,12,10432-010,10076-036,10432-010 x 10076-036
35x29,5,0,5,0,,0,0,,OSP,BWR(BxR),35,29,10432-010,10406-003,10432-010 x 10406-003
35x4,5,0,5,0,,0,0,,OSP,BWR(BxR),35,4,10432-010,8407-043,10432-010 x 8407-043
35x6,5,0,5,0,,0,0,,OSP,BWR(BxR),35,6,10432-010,8737-015,10432-010 x 8737-015
35x5,4,0,4,0,,0,0,,OSP,BWR(BxR),35,5,10432-010,8410-001,10432-010 x 8410-001
35x15,2,1,1,0,,0,0,,OSP,BWR(BxR),35,15,10432-010,10430-003,10432-010 x 10430-003
36x23,4,0,4,0,,0,0,,OSP,BWR(BxR),36,23,10432-011,10075-001,10432-011 x 10075-001
36x3,4,0,4,0,,0,0,,OSP,BWR(BxR),36,3,10432-011,8035-008,10432-011 x 8035-008
36x12,3,0,3,0,,0,0,,OSP,BWR(BxR),36,12,10432-011,10076-036,10432-011 x 10076-036
36x25,3,0,3,0,,0,0,,OSP,BWR(BxR),36,25,10432-011,10430-002,10432-011 x 10430-002
36x27,3,0,3,1,,0.33,0,,OSP,BWR(BxR),36,27,10432-011,10405-002,10432-011 x 10405-002
36x4,3,0,3,0,,0,0,,OSP,BWR(BxR),36,4,10432-011,8407-043,10432-011 x 8407-043
36x5,3,0,3,0,,0,0,,OSP,BWR(BxR),36,5,10432-011,8410-001,10432-011 x 8410-001
36x6,3,0,3,0,,0,0,,OSP,BWR(BxR),36,6,10432-011,8737-015,10432-011 x 8737-015
36x28,2,0,2,0,,0,0,,OSP,BWR(BxR),36,28,10432-011,10405-003,10432-011 x 10405-003
36x29,2,0,2,0,,0,0,,OSP,BWR(BxR),36,29,10432-011,10406-003,10432-011 x 10406-003
36x15,1,0,1,0,,0,0,,OSP,BWR(BxR),36,15,10432-011,10430-003,10432-011 x 10430-003
3x31,334,311,23,25,,0.11,3,3,OSP,BWR(RxB),3,31,8035-008,10432-015,8035-008 x 10432-015
3x34,31,8,23,0,,0,0,,OSP,BWR(RxB),3,34,8035-008,10432-009,8035-008 x 10432-009
3x35,24,2,22,0,,0,0,,OSP,BWR(RxB),3,35,8035-008,10432-010,8035-008 x 10432-010
3x21,23,0,23,1,,0.04,1,1,OSP,BWR(RxB),3,21,8035-008,9800-001,8035-008 x 9800-001
3x30,23,0,23,0,,0,0,,OSP,BWR(RxB),3,30,8035-008,10432-002,8035-008 x 10432-002
3x33,23,0,23,0,,0,0,,OSP,BWR(RxB),3,33,8035-008,10432-008,8035-008 x 10432-008
3x36,17,0,17,0,,0,0,,OSP,BWR(RxB),3,36,8035-008,10432-011,8035-008 x 10432-011
3x32,15,0,15,1,,0.07,0,,OSP,BWR(RxB),3,32,8035-008,10432-003,8035-008 x 10432-003
4x21,25,6,19,3,,0.13,0,,OSP,BWR(RxB),4,21,8407-043,9800-001,8407-043 x 9800-001
4x31,18,0,18,0,,0,0,,OSP,BWR(RxB),4,31,8407-043,10432-015,8407-043 x 10432-015
4x33,18,0,18,0,,0,0,,OSP,BWR(RxB),4,33,8407-043,10432-008,8407-043 x 10432-008
4x30,17,0,17,0,,0,0,,OSP,BWR(RxB),4,30,8407-043,10432-002,8407-043 x 10432-002
4x32,17,0,17,0,,0,0,,OSP,BWR(RxB),4,32,8407-043,10432-003,8407-043 x 10432-003
4x34,15,0,15,0,,0,0,,OSP,BWR(RxB),4,34,8407-043,10432-009,8407-043 x 10432-009
4x35,15,0,15,0,,0,0,,OSP,BWR(RxB),4,35,8407-043,10432-010,8407-043 x 10432-010
4x36,12,0,12,0,,0,0,,OSP,BWR(RxB),4,36,8407-043,10432-011,8407-043 x 10432-011
5x35,313,301,12,65,,0.42,3,1,OSP,BWR(RxB),5,35,8410-001,10432-010,8410-001 x 10432-010
5x33,12,0,12,1,,0.08,2,2,OSP,BWR(RxB),5,33,8410-001,10432-008,8410-001 x 10432-008
5x34,8,0,8,0,,0,0,,OSP,BWR(RxB),5,34,8410-001,10432-009,8410-001 x 10432-009
5x21,7,0,7,0,,0,0,,OSP,BWR(RxB),5,21,8410-001,9800-001,8410-001 x 9800-001
5x30,7,0,7,3,,0.43,3,1,OSP,BWR(RxB),5,30,8410-001,10432-002,8410-001 x 10432-002
5x32,7,0,7,1,,0.14,0,,OSP,BWR(RxB),5,32,8410-001,10432-003,8410-001 x 10432-003
5x31,6,0,6,1,,0.17,2,2,OSP,BWR(RxB),5,31,8410-001,10432-015,8410-001 x 10432-015
5x36,5,0,5,1,,0.2,2,2,OSP,BWR(RxB),5,36,8410-001,10432-011,8410-001 x 10432-011
6x21,8,0,8,0,,0,0,,OSP,BWR(RxB),6,21,8737-015,9800-001,8737-015 x 9800-001
6x30,8,0,8,0,,0,0,,OSP,BWR(RxB),6,30,8737-015,10432-002,8737-015 x 10432-002
6x31,8,0,8,0,,0,0,,OSP,BWR(RxB),6,31,8737-015,10432-015,8737-015 x 10432-015
6x33,7,0,7,0,,0,0,,OSP,BWR(RxB),6,33,8737-015,10432-008,8737-015 x 10432-008
6x34,7,0,7,0,,0,0,,OSP,BWR(RxB),6,34,8737-015,10432-009,8737-015 x 10432-009
6x36,6,0,6,0,,0,0,,OSP,BWR(RxB),6,36,8737-015,10432-011,8737-015 x 10432-011
6x32,5,0,5,0,,0,0,,OSP,BWR(RxB),6,32,8737-015,10432-003,8737-015 x 10432-003
6x35,5,0,5,0,,0,0,,OSP,BWR(RxB),6,35,8737-015,10432-010,8737-015 x 10432-010
7x32,120,101,19,4,,0.17,0,,OSP,BWR(RxB),7,32,9045-003,10432-003,9045-003 x 10432-003
7x33,19,0,19,1,,0.05,0,,OSP,BWR(RxB),7,33,9045-003,10432-008,9045-003 x 10432-008
7x34,19,0,19,0,,0,0,,OSP,BWR(RxB),7,34,9045-003,10432-009,9045-003 x 10432-009
7x30,14,0,14,0,,0,0,,OSP,BWR(RxB),7,30,9045-003,10432-002,9045-003 x 10432-002
7x21,3,0,3,0,,0,0,,OSP,BWR(RxB),7,21,9045-003,9800-001,9045-003 x 9800-001
12x30,606,602,4,99,,0.27,62,1.55,OSP,BWR(RxB),12,30,10076-036,10432-002,10076-036 x 10432-002
12x34,545,526,19,6,,0.03,0,,OSP,BWR(RxB),12,34,10076-036,10432-009,10076-036 x 10432-009
12x33,308,295,13,43,,0.27,6,6,OSP,BWR(RxB),12,33,10076-036,10432-008,10076-036 x 10432-008
12x32,12,0,12,0,,0,0,,OSP,BWR(RxB),12,32,10076-036,10432-003,10076-036 x 10432-003
12x31,8,0,8,2,,0.25,2,1,OSP,BWR(RxB),12,31,10076-036,10432-015,10076-036 x 10432-015
12x21,7,0,7,1,,0.14,0,,OSP,BWR(RxB),12,21,10076-036,9800-001,10076-036 x 9800-001
12x35,6,0,6,2,,0.33,1,1,OSP,BWR(RxB),12,35,10076-036,10432-010,10076-036 x 10432-010
12x36,6,0,6,1,,0.17,1,1,OSP,BWR(RxB),12,36,10076-036,10432-011,10076-036 x 10432-011
15x34,56,37,19,2,,0.11,0,,OSP,BWR(RxB),15,34,10430-003,10432-009,10430-003 x 10432-009
15x32,22,3,19,0,,0,0,,OSP,BWR(RxB),15,32,10430-003,10432-003,10430-003 x 10432-003
15x33,2,0,2,0,,0,0,,OSP,BWR(RxB),15,33,10430-003,10432-008,10430-003 x 10432-008
15x21,1,0,1,0,,,0,,OSP,BWR(RxB),15,21,10430-003,9800-001,10430-003 x 9800-001
15x30,1,0,1,0,,0,0,,OSP,BWR(RxB),15,30,10430-003,10432-002,10430-003 x 10432-002
17x34,3,0,3,0,,0,0,,OSP,BWR(RxB),17,34,9031-031,10432-009,9031-031 x 10432-009
17x35,2,0,2,0,,0,0,,OSP,BWR(RxB),17,35,9031-031,10432-010,9031-031 x 10432-010
23x21,19,0,19,0,,0,0,,OSP,BWR(RxB),23,21,10075-001,9800-001,10075-001 x 9800-001
23x30,19,0,19,0,,0,0,,OSP,BWR(RxB),23,30,10075-001,10432-002,10075-001 x 10432-002
23x31,19,0,19,0,,0,0,,OSP,BWR(RxB),23,31,10075-001,10432-015,10075-001 x 10432-015
23x33,19,0,19,0,,0,0,,OSP,BWR(RxB),23,33,10075-001,10432-008,10075-001 x 10432-008
23x34,19,0,19,0,,0,0,,OSP,BWR(RxB),23,34,10075-001,10432-009,10075-001 x 10432-009
23x35,19,0,19,0,,0,0,,OSP,BWR(RxB),23,35,10075-001,10432-010,10075-001 x 10432-010
23x32,18,0,18,1,,0.06,0,,OSP,BWR(RxB),23,32,10075-001,10432-003,10075-001 x 10432-003
23x36,10,0,10,0,,0,0,,OSP,BWR(RxB),23,36,10075-001,10432-011,10075-001 x 10432-011
24x21,1,0,1,0,,0,0,,OSP,BWR(RxB),24,21,10430-001,9800-001,10430-001 x 9800-001
27x21,6,0,6,0,,0,0,,OSP,BWR(RxB),27,21,10405-002,9800-001,10405-002 x 9800-001
27x30,5,0,5,0,,0,0,,OSP,BWR(RxB),27,30,10405-002,10432-002,10405-002 x 10432-002
27x31,5,0,5,1,,0.2,0,,OSP,BWR(RxB),27,31,10405-002,10432-015,10405-002 x 10432-015
27x32,5,0,5,0,,0,0,,OSP,BWR(RxB),27,32,10405-002,10432-003,10405-002 x 10432-003
27x33,5,0,5,0,,0,0,,OSP,BWR(RxB),27,33,10405-002,10432-008,10405-002 x 10432-008
27x34,5,0,5,0,,0,0,,OSP,BWR(RxB),27,34,10405-002,10432-009,10405-002 x 10432-009
27x35,5,0,5,0,,0,0,,OSP,BWR(RxB),27,35,10405-002,10432-010,10405-002 x 10432-010
27x36,2,0,2,0,,0,0,,OSP,BWR(RxB),27,36,10405-002,10432-011,10405-002 x 10432-011
28x35,9,0,9,2,,0.22,0,,OSP,BWR(RxB),28,35,10405-003,10432-010,10405-003 x 10432-010
28x34,8,0,8,1,,0.12,0,,OSP,BWR(RxB),28,34,10405-003,10432-009,10405-003 x 10432-009
28x21,6,0,6,1,,0.17,0,,OSP,BWR(RxB),28,21,10405-003,9800-001,10405-003 x 9800-001
28x30,6,0,6,0,,0,0,,OSP,BWR(RxB),28,30,10405-003,10432-002,10405-003 x 10432-002
28x31,6,0,6,2,,0.33,3,1.5,OSP,BWR(RxB),28,31,10405-003,10432-015,10405-003 x 10432-015
28x33,6,0,6,2,,0.33,2,1,OSP,BWR(RxB),28,33,10405-003,10432-008,10405-003 x 10432-008
28x36,6,0,6,0,,0,0,,OSP,BWR(RxB),28,36,10405-003,10432-011,10405-003 x 10432-011
28x32,5,0,5,1,,0.25,0,,OSP,BWR(RxB),28,32,10405-003,10432-003,10405-003 x 10432-003
29x32,10,0,10,0,,0,0,,OSP,BWR(RxB),29,32,10406-003,10432-003,10406-003 x 10432-003
29x21,7,0,7,1,,0.14,2,2,OSP,BWR(RxB),29,21,10406-003,9800-001,10406-003 x 9800-001
29x34,7,0,7,0,,0,0,,OSP,BWR(RxB),29,34,10406-003,10432-009,10406-003 x 10432-009
29x30,6,0,6,0,,0,0,,OSP,BWR(RxB),29,30,10406-003,10432-002,10406-003 x 10432-002
29x31,5,0,5,0,,0,0,,OSP,BWR(RxB),29,31,10406-003,10432-015,10406-003 x 10432-015
29x35,5,0,5,0,,0,0,,OSP,BWR(RxB),29,35,10406-003,10432-010,10406-003 x 10432-010
29x33,4,0,4,0,,0,0,,OSP,BWR(RxB),29,33,10406-003,10432-008,10406-003 x 10432-008
29x36,4,0,4,0,,0,0,,OSP,BWR(RxB),29,36,10406-003,10432-011,10406-003 x 10432-011
3x28,24,5,19,2,,0.08,2,1,OSP,BWR(RxR),3,28,8035-008,10405-003,8035-008 x 10405-003
3x27,22,3,19,0,,0,0,,OSP,BWR(RxR),3,27,8035-008,10405-002,8035-008 x 10405-002
3x23,21,2,19,0,,0,0,,OSP,BWR(RxR),3,23,8035-008,10075-001,8035-008 x 10075-001
3x24,10,0,10,0,,0,0,,OSP,BWR(RxR),3,24,8035-008,10430-001,8035-008 x 10430-001
4x27,25,6,19,0,,0,0,,OSP,BWR(RxR),4,27,8407-043,10405-002,8407-043 x 10405-002
4x23,19,0,19,0,,0,0,,OSP,BWR(RxR),4,23,8407-043,10075-001,8407-043 x 10075-001
4x25,19,0,19,0,,0,0,,OSP,BWR(RxR),4,25,8407-043,10430-002,8407-043 x 10430-002
4x28,19,0,19,2,,0.11,0,,OSP,BWR(RxR),4,28,8407-043,10405-003,8407-043 x 10405-003
4x29,19,0,19,0,,0,0,,OSP,BWR(RxR),4,29,8407-043,10406-003,8407-043 x 10406-003
4x6,14,0,14,0,,0,0,,OSP,BWR(RxR),4,6,8407-043,8737-015,8407-043 x 8737-015
4x24,2,0,2,0,,0,0,,OSP,BWR(RxR),4,24,8407-043,10430-001,8407-043 x 10430-001
5x23,11,0,11,0,,0,0,,OSP,BWR(RxR),5,23,8410-001,10075-001,8410-001 x 10075-001
5x28,10,0,10,2,,0.2,2,1,OSP,BWR(RxR),5,28,8410-001,10405-003,8410-001 x 10405-003
5x27,8,0,8,0,,0,0,,OSP,BWR(RxR),5,27,8410-001,10405-002,8410-001 x 10405-002
5x24,3,0,3,0,,0,0,,OSP,BWR(RxR),5,24,8410-001,10430-001,8410-001 x 10430-001
6x4,12,0,12,0,,0,0,,OSP,BWR(RxR),6,4,8737-015,8407-043,8737-015 x 8407-043
6x27,11,0,11,0,,0,0,,OSP,BWR(RxR),6,27,8737-015,10405-002,8737-015 x 10405-002
6x25,9,0,9,0,,0,0,,OSP,BWR(RxR),6,25,8737-015,10430-002,8737-015 x 10430-002
6x28,9,0,9,0,,0,0,,OSP,BWR(RxR),6,28,8737-015,10405-003,8737-015 x 10405-003
6x23,8,0,8,0,,0,0,,OSP,BWR(RxR),6,23,8737-015,10075-001,8737-015 x 10075-001
6x29,5,0,5,0,,0,0,,OSP,BWR(RxR),6,29,8737-015,10406-003,8737-015 x 10406-003
6x24,3,0,3,0,,0,0,,OSP,BWR(RxR),6,24,8737-015,10430-001,8737-015 x 10430-001
6x17,2,0,2,0,,0,0,,OSP,BWR(RxR),6,17,8737-015,9031-031,8737-015 x 9031-031
6x18,2,0,2,0,,0,0,,OSP,BWR(RxR),6,18,8737-015,9224-007,8737-015 x 9224-007
7x4,7,0,7,0,,0,0,,OSP,BWR(RxR),7,4,9045-003,8407-043,9045-003 x 8407-043
7x23,6,0,6,0,,0,0,,OSP,BWR(RxR),7,23,9045-003,10075-001,9045-003 x 10075-001
7x6,2,0,2,0,,0,0,,OSP,BWR(RxR),7,6,9045-003,8737-015,9045-003 x 8737-015
7x25,1,0,1,0,,0,0,,OSP,BWR(RxR),7,25,9045-003,10430-002,9045-003 x 10430-002
